StockKeyLabel,FisheriesGuild,F_FMSY,catches,landings,discards,FMSY,F,SSB_MSYBtrigger,SSB,MSYBtrigger,Status,total
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.46a20,demersal,1.3,40801,32827,6936,0.19,0.247,1.65356060606061,218270,132000,RED,97485
had.27.6b,demersal,0.785,4610,4610,396,0.2,0.157,2.61803921568627,26704,10200,GREEN,97485
had.27.7a,demersal,0.55,2561,1993,568,0.28,0.154,4.42640186915888,18945,4280,GREEN,97485
had.27.7b-k,demersal,1.9325,12546,7109,5436,0.4,0.773,1.4205,14205,10000,RED,97485
hke.27.3a46-8abd,demersal,0.814814814814815,96188,89695,6493,0.27,0.22,5.09591071428571,285371,56000,GREEN,97485
lin.27.3a4a6-91214,demersal,NA,NA,20688,1012,NA,NA,NA,NA,NA,GREY,97485
lin.27.5b,demersal,NA,NA,5185,NA,NA,NA,NA,NA,NA,GREY,97485
mur.27.67a-ce-k89a,demersal,NA,NA,1726,NA,NA,NA,NA,NA,NA,GREY,97485
ory.27.nea,demersal,NA,NA,90,NA,NA,NA,NA,NA,NA,GREY,97485
pok.27.3a46,demersal,0.897222222222222,97485,90793,6474,0.36,0.323,1.71366,257049,150000,GREEN,97485
pok.27.3a46,demersal,0.897222222222222,97485,90793,6474,0.36,0.323,1.72402714992824,257049,149098,GREEN,97485
pok.27.3a46,demersal,0.897222222222222,97485,90793,6474,0.36,0.323,2.03424666666667,305137,150000,GREEN,97485
pok.27.3a46,demersal,0.897222222222222,97485,90793,6474,0.36,0.323,2.04655327368576,305137,149098,GREEN,97485
pok.27.3a46,demersal,0.897222222222222,97485,90793,6474,0.36,0.323,1.71366,257049,150000,GREEN,97485
pok.27.3a46,demersal,0.897222222222222,97485,90793,6474,0.36,0.323,1.72402714992824,257049,149098,GREEN,97485
pok.27.3a46,demersal,0.897222222222222,97485,90793,6474,0.36,0.323,2.03424666666667,305137,150000,GREEN,97485
pok.27.3a46,demersal,0.897222222222222,97485,90793,6474,0.36,0.323,2.04655327368576,305137,149098,GREEN,97485
pok.27.3a46,demersal,0.741666666666667,97485,88468,6478,0.36,0.267,1.71366,257049,150000,GREEN,97485
pok.27.3a46,demersal,0.741666666666667,97485,88468,6478,0.36,0.267,1.72402714992824,257049,149098,GREEN,97485
pok.27.3a46,demersal,0.741666666666667,97485,88468,6478,0.36,0.267,2.03424666666667,305137,150000,GREEN,97485
pok.27.3a46,demersal,0.741666666666667,97485,88468,6478,0.36,0.267,2.04655327368576,305137,149098,GREEN,97485
pok.27.3a46,demersal,0.741666666666667,97485,88468,6478,0.36,0.267,1.71366,257049,150000,GREEN,97485
pok.27.3a46,demersal,0.741666666666667,97485,88468,6478,0.36,0.267,1.72402714992824,257049,149098,GREEN,97485
pok.27.3a46,demersal,0.741666666666667,97485,88468,6478,0.36,0.267,2.03424666666667,305137,150000,GREEN,97485
pok.27.3a46,demersal,0.741666666666667,97485,88468,6478,0.36,0.267,2.04655327368576,305137,149098,GREEN,97485
pol.27.67,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,GREY,97485
reg.27.561214,demersal,1.10309278350515,53348,53348,NA,0.097,0.107,1.35927272727273,299040,220000,RED,97485
rng.27.1245a8914ab,demersal,NA,NA,240,NA,NA,NA,NA,NA,NA,GREY,97485
rng.27.5b6712b,demersal,NA,NA,1662,NA,NA,NA,NA,NA,NA,GREY,97485
san.27.6a,demersal,NA,NA,0,NA,NA,NA,NA,NA,NA,GREY,97485
san.sa.7r,demersal,NA,0,NA,NA,NA,NA,NA,NA,NA,GREY,97485
sbr.27.6-8,demersal,NA,125,124,1,NA,NA,NA,NA,NA,GREY,97485
usk.27.3a45b6a7-912b,demersal,NA,NA,4411,96,NA,NA,NA,NA,NA,GREY,97485
usk.27.6b,demersal,NA,NA,47,14,NA,NA,NA,NA,NA,GREY,97485
whg.27.6a,demersal,0.227777777777778,1383,176,1207,0.18,0.041,0.51890134529148,23143,44600,RED,97485
whg.27.6b,demersal,NA,NA,40,NA,NA,NA,NA,NA,NA,GREY,97485
whg.27.7a,demersal,2.11872146118721,899,46,853,0.219,0.464,0.0844171779141104,1376,16300,RED,97485
whg.27.7b-ce-k,demersal,1.19230769230769,NA,8773,1495,0.52,0.62,0.4978,17423,35000,RED,97485
