Year,StockKeyLabel,FisheriesGuild,Purpose,F,SSB,fishingPressureDescription,stockSizeDescription,landings,catches,discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger
1992,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8176,NA,NA,2019,NA,NA,NA,NA,1,NA
1993,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6567,NA,NA,2019,NA,NA,NA,NA,1,NA
1994,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,5745,NA,NA,2019,NA,NA,NA,NA,1,NA
1995,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6954,NA,NA,2019,NA,NA,NA,NA,1,NA
1996,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8093,NA,NA,2019,NA,NA,NA,NA,1,NA
1997,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8116,NA,NA,2019,NA,NA,NA,NA,1,NA
1998,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8598,NA,NA,2019,NA,NA,NA,NA,1,NA
1999,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6738,NA,NA,2019,NA,NA,NA,NA,1,NA
2000,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6644,NA,NA,2019,NA,NA,NA,NA,1,NA
2001,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,5728,NA,NA,2019,NA,NA,NA,NA,1,NA
2002,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6505,NA,NA,2019,NA,NA,NA,NA,1,NA
2003,ank.27.78abd,benthic,Advice,1.612,1.04,F,B_index,8171,NA,179,2019,NA,NA,NA,NA,1,NA
2004,ank.27.78abd,benthic,Advice,1.637,1.03,F,B_index,7537,NA,676,2019,NA,NA,NA,NA,1,NA
2005,ank.27.78abd,benthic,Advice,1.6,0.89,F,B_index,7187,NA,727,2019,NA,NA,NA,NA,1,NA
2006,ank.27.78abd,benthic,Advice,1.461,1.3,F,B_index,6131,NA,704,2019,NA,NA,NA,NA,1,NA
2007,ank.27.78abd,benthic,Advice,1.483,1.49,F,B_index,6608,NA,413,2019,NA,NA,NA,NA,1,NA
2008,ank.27.78abd,benthic,Advice,1.309,2.6,F,B_index,7399,NA,1585,2019,NA,NA,NA,NA,1,NA
2009,ank.27.78abd,benthic,Advice,1.204,1.96,F,B_index,8287,NA,2113,2019,NA,NA,NA,NA,1,NA
2010,ank.27.78abd,benthic,Advice,1.259,1.94,F,B_index,8626,NA,1436,2019,NA,NA,NA,NA,1,NA
2011,ank.27.78abd,benthic,Advice,1.208,1.83,F,B_index,9348,NA,971,2019,NA,NA,NA,NA,1,NA
2012,ank.27.78abd,benthic,Advice,1.213,1.81,F,B_index,8429,NA,1459,2019,NA,NA,NA,NA,1,NA
2013,ank.27.78abd,benthic,Advice,1.293,2.09,F,B_index,10475,NA,2285,2019,NA,NA,NA,NA,1,NA
2014,ank.27.78abd,benthic,Advice,1.164,1.78,F,B_index,9832,NA,2570,2019,NA,NA,NA,NA,1,NA
2015,ank.27.78abd,benthic,Advice,1.122,1.5,F,B_index,9649,NA,1460,2019,NA,NA,NA,NA,1,NA
2016,ank.27.78abd,benthic,Advice,1.113,2.34,F,B_index,10220,NA,2441,2019,NA,NA,NA,NA,1,NA
2017,ank.27.78abd,benthic,Advice,0.882,2.88,F,B_index,11690,NA,1770,2019,NA,NA,NA,NA,1,NA
2018,ank.27.78abd,benthic,Advice,0.729,4.37,F,B_index,10174,NA,1109,2019,NA,NA,NA,NA,1,NA
1988,aru.27.5b6a,pelagic,Advice,NA,NA,F,B_index,8211,NA,NA,2019,NA,NA,NA,NA,NA,NA
1989,aru.27.5b6a,pelagic,Advice,NA,NA,F,B_index,20808,NA,NA,2019,NA,NA,NA,NA,NA,NA
1990,aru.27.5b6a,pelagic,Advice,NA,NA,F,B_index,9683,NA,NA,2019,NA,NA,NA,NA,NA,NA
1991,aru.27.5b6a,pelagic,Advice,NA,NA,F,B_index,4786,NA,NA,2019,NA,NA,NA,NA,NA,NA
1992,aru.27.5b6a,pelagic,Advice,NA,NA,F,B_index,6974,NA,NA,2019,NA,NA,NA,NA,NA,NA
1993,aru.27.5b6a,pelagic,Advice,NA,NA,F,B_index,2132,NA,NA,2019,NA,NA,NA,NA,NA,NA
1994,aru.27.5b6a,pelagic,Advice,NA,NA,F,B_index,8595,NA,NA,2019,NA,NA,NA,NA,NA,NA
1995,aru.27.5b6a,pelagic,Advice,NA,NA,F,B_index,17224,NA,NA,2019,NA,NA,NA,NA,NA,NA
1996,aru.27.5b6a,pelagic,Advice,NA,52.94,F,B_index,15130,NA,NA,2019,NA,NA,NA,NA,NA,NA
1997,aru.27.5b6a,pelagic,Advice,NA,45.549,F,B_index,15702,NA,NA,2019,NA,NA,NA,NA,NA,NA
1998,aru.27.5b6a,pelagic,Advice,NA,31.539,F,B_index,23126,NA,NA,2019,NA,NA,NA,NA,NA,NA
1999,aru.27.5b6a,pelagic,Advice,NA,34.287,F,B_index,16452,NA,NA,2019,NA,NA,NA,NA,NA,NA
2000,aru.27.5b6a,pelagic,Advice,NA,39.972,F,B_index,12198,NA,NA,2019,NA,NA,NA,NA,NA,NA
2001,aru.27.5b6a,pelagic,Advice,NA,40.525,F,B_index,24547,NA,NA,2019,NA,NA,NA,NA,NA,NA
2002,aru.27.5b6a,pelagic,Advice,NA,18.817,F,B_index,19237,NA,NA,2019,NA,NA,NA,NA,NA,NA
2003,aru.27.5b6a,pelagic,Advice,NA,25.46,F,B_index,8597,NA,NA,2019,NA,NA,NA,NA,NA,NA
2004,aru.27.5b6a,pelagic,Advice,NA,32.93,F,B_index,10369,NA,NA,2019,NA,NA,NA,NA,NA,NA
2005,aru.27.5b6a,pelagic,Advice,NA,21.712,F,B_index,12647,NA,NA,2019,NA,NA,NA,NA,NA,NA
2006,aru.27.5b6a,pelagic,Advice,NA,27.716,F,B_index,17456,NA,NA,2019,NA,NA,NA,NA,NA,NA
2007,aru.27.5b6a,pelagic,Advice,NA,16.182,F,B_index,21943,NA,NA,2019,NA,NA,NA,NA,NA,NA
2008,aru.27.5b6a,pelagic,Advice,NA,31.961,F,B_index,20112,NA,NA,2019,NA,NA,NA,NA,NA,NA
2009,aru.27.5b6a,pelagic,Advice,NA,56.437,F,B_index,20879,NA,NA,2019,NA,NA,NA,NA,NA,NA
2010,aru.27.5b6a,pelagic,Advice,NA,37.765,F,B_index,21846,NA,NA,2019,NA,NA,NA,NA,NA,NA
2011,aru.27.5b6a,pelagic,Advice,NA,37.275,F,B_index,22295,NA,NA,2019,NA,NA,NA,NA,NA,NA
2012,aru.27.5b6a,pelagic,Advice,NA,33.879,F,B_index,14969,NA,NA,2019,NA,NA,NA,NA,NA,NA
2013,aru.27.5b6a,pelagic,Advice,NA,18.655,F,B_index,16668,NA,NA,2019,NA,NA,NA,NA,NA,NA
2014,aru.27.5b6a,pelagic,Advice,NA,19.552,F,B_index,15663,NA,1581,2019,NA,NA,NA,NA,NA,NA
2015,aru.27.5b6a,pelagic,Advice,NA,33.126,F,B_index,17548,NA,270,2019,NA,NA,NA,NA,NA,NA
2016,aru.27.5b6a,pelagic,Advice,NA,42.07,F,B_index,16320,NA,1663,2019,NA,NA,NA,NA,NA,NA
2017,aru.27.5b6a,pelagic,Advice,NA,28.934,F,B_index,16806,NA,270,2019,NA,NA,NA,NA,NA,NA
2018,aru.27.5b6a,pelagic,Advice,NA,17.605,F,B_index,16033,NA,187,2019,NA,NA,NA,NA,NA,NA
1973,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,103,103,NA,2019,NA,NA,NA,NA,NA,NA
1974,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,0,0,NA,2019,NA,NA,NA,NA,NA,NA
1975,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,0,0,NA,2019,NA,NA,NA,NA,NA,NA
1976,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,0,0,NA,2019,NA,NA,NA,NA,NA,NA
1977,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,1,1,NA,2019,NA,NA,NA,NA,NA,NA
1978,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,409,409,NA,2019,NA,NA,NA,NA,NA,NA
1979,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,103,103,NA,2019,NA,NA,NA,NA,NA,NA
1980,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,13,13,NA,2019,NA,NA,NA,NA,NA,NA
1981,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,525,525,NA,2019,NA,NA,NA,NA,NA,NA
1982,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,666,666,NA,2019,NA,NA,NA,NA,NA,NA
1983,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,599,599,NA,2019,NA,NA,NA,NA,NA,NA
1984,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,163,163,NA,2019,NA,NA,NA,NA,NA,NA
1985,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,0,0,NA,2019,NA,NA,NA,NA,NA,NA
1986,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,258,258,NA,2019,NA,NA,NA,NA,NA,NA
1987,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,50,50,NA,2019,NA,NA,NA,NA,NA,NA
1988,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,100,100,NA,2019,NA,NA,NA,NA,NA,NA
1989,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,200,200,NA,2019,NA,NA,NA,NA,NA,NA
1990,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,324,324,NA,2019,NA,NA,NA,NA,NA,NA
1991,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,14,14,NA,2019,NA,NA,NA,NA,NA,NA
1992,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,475,475,NA,2019,NA,NA,NA,NA,NA,NA
1993,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,514,514,NA,2019,NA,NA,NA,NA,NA,NA
1994,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,59,59,NA,2019,NA,NA,NA,NA,NA,NA
1995,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,1624,1624,NA,2019,NA,NA,NA,NA,NA,NA
1996,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,11,11,NA,2019,NA,NA,NA,NA,NA,NA
1997,aru.27.6b7-1012,pelagic,Advice,NA,NA,F,Biomass Index,12,12,NA,2019,NA,NA,NA,NA,NA,NA
